,Date,User,Tweet,retweetCount,likeCount,replyCount,followersCount,neg,neu,pos,compound,engagement,absolute intensity
1691,2023-04-09 23:53:32+00:00,Emmanue39693565,@Untitled_C1 https://t.co/ZUvkrXvdrK,0,0,1,686,0.0,1.0,0.0,0.0,1,0.0
1692,2023-04-09 23:53:32+00:00,SlntMusicBot,Now Playing at 0053: Stolen Nova - Clouds,0,0,0,10,0.291,0.545,0.164,-0.34,0,0.34
1693,2023-04-09 23:53:32+00:00,spolemecnoir,"@rawchronicles I see. But project x was a movie based on a real life party, but freaknik apparently is a full on documentary, not a movie, unless I’m mistaken.",0,0,1,119,0.096,0.799,0.105,0.0772,1,0.0772
1694,2023-04-09 23:53:32+00:00,maybesamsam,real https://t.co/OhnqRzAcOM,0,1,0,78,0.0,1.0,0.0,0.0,1,0.0
1695,2023-04-09 23:53:31+00:00,sergosovskyi,"https://t.co/GwzXUuzYNu Song: Thick &amp; Thin Music: Serg Osovskyi When losing our patience. You'd be there through thick and thin. Under all conditions, no matter how challenging or difficult. To support someone through good and bad times.",0,0,0,4,0.211,0.632,0.157,-0.3557,0,0.3557
1696,2023-04-09 23:53:31+00:00,outro_seir,"Ok, can anyone help me with apple music?  It won’t play any song that i’ve bought in playlists.  I removed every download from my library and it still woln’t play them",0,0,0,29,0.0,0.789,0.211,0.7579,0,0.7579
1697,2023-04-09 23:53:30+00:00,Chemille6,@Mrs_Bromfield Yeah 😕 and on streaming services (at least with Spotify) a lot of artists pay for their music to get boosted onto playlists and suggested so if you don’t have the money for that either … must be so hard,0,1,0,112,0.118,0.783,0.099,0.0345,1,0.0345
1698,2023-04-09 23:53:30+00:00,zagaz122,@Reuters Don't look up is the movie to watch if you don't understand why Macron is calling for it. If you believe everything you see in US media you are being shepherd like a sheep but thinking you are a lion.,0,0,0,62,0.0,0.958,0.042,0.1901,0,0.1901
1699,2023-04-09 23:53:30+00:00,ArmondLovely,https://t.co/b5lpPoZub1,0,0,0,713,0.0,1.0,0.0,0.0,0,0.0
1700,2023-04-09 23:53:29+00:00,neutralmold,"idc if it’s his car, it’s MY music",0,0,0,203,0.0,1.0,0.0,0.0,0,0.0
1701,2023-04-09 23:53:29+00:00,Karmaspill,"@GodzillaCheeze @Jeffrey_Alton @AlexAnthonyBand @IGN Literally watched the movie with some friends, some who aren't SW fans and they kept laughing throughout the movie. I guess that's normal for you, I can't wait to laugh out through the entire Batman 2 movie",0,0,1,124,0.062,0.805,0.133,0.5229,1,0.5229
1702,2023-04-09 23:53:29+00:00,BBCR6MusicBot,"🔊 #NowPlaying on #BBC6Music's #6MusicArtistCollection

Loyle Carner:
  🎵 Loose Ends (Live At Parklife 2022) (feat. Jorja Smith)

#LoyleCarner 

https://t.co/zchMJrn13B

https://t.co/cDKB9VxhjA",0,0,0,1294,0.095,0.905,0.0,-0.3182,0,0.3182
1703,2023-04-09 23:53:29+00:00,Jeanette_LSG_NJ,"[4K] 이승기 (LEE SEUNG GI) - Music Time / 음악시간 (Road Trip Ver.)

https://t.co/SIMhmyv5b2

#LeeSeungGi #이승기 #スンギ  #HumanMade #휴먼메이드 #CaptainPlanet #캡틴플래닛  #RoadTrip #ChoiSooJi #최수지  #LeeByeongHo  #기타리스트이병호  @soooojiq @byeong_ho_lee @byhumanmade https://t.co/uHCKoOxKaz",3,21,0,250,0.0,1.0,0.0,0.0,24,0.0
1704,2023-04-09 23:53:29+00:00,ShaoDowMusic,@RockitMusicYT Congratulations,0,1,1,17527,0.0,0.204,0.796,0.5994,2,0.5994
1705,2023-04-09 23:53:28+00:00,timzimcan,"@MuellerSheWrote If that movie came out today, right-wing people would compare him to a trans girl that should just go back to playing on the boys team.",0,0,0,9,0.0,0.935,0.065,0.2023,0,0.2023
1706,2023-04-09 23:53:28+00:00,dioxxh,"@Cascope3 @ape_bass @Animatx_ @mannix200 @JayCartere @twitting4change @OliLondonTV Love clint, great movie that gifs from. About an old man who holds prejudice towards a certain group, spends time with them and turns that prejudice into acceptance. Suggest you try it sometime",0,0,1,15,0.122,0.63,0.248,0.7783,1,0.7783
1707,2023-04-09 23:53:28+00:00,BBC1MusicBot,"🔊 #NowPlaying on #BBCRadio1's #Radio1sFutureSoulWithVictoriaJane

Amaarae:
  🎵 Reckless &amp; Sweet

 #BBCR1 #Amaarae 

https://t.co/3QUky3HPvd",0,0,0,241,0.137,0.711,0.152,0.0772,0,0.0772
1708,2023-04-09 23:53:28+00:00,MattDerdaMusic,What’s a great solo album by an artist that is mostly known as a member of a band?,0,42,131,4851,0.0,0.806,0.194,0.6249,173,0.6249
1709,2023-04-09 23:53:28+00:00,DeyaMusic14,@ShotolvsSoba @real_deku_hero X2,0,1,0,115,0.0,1.0,0.0,0.0,1,0.0
1710,2023-04-09 23:53:28+00:00,KNH55399747,"Album Hà Anh Tuấn ‐ Những Bài Hát Live Hay Nhất | F.M Radio Music
https://t.co/OvwzwAjcGd
👌👌👌 Pure video, No Ads #PureTuber 
https://t.co/2SaC4WM4WU",0,0,0,0,0.053,0.505,0.442,0.9451,0,0.9451
1711,2023-04-09 23:53:28+00:00,Furlandia,"If you are looking to join the competition, please read the rules: https://t.co/SD5OOXlKUj and sign up here: https://t.co/55owTV9uR7 

Sign-ups and music must be submitted by 11:59pm on Friday, May 19, 2023.",0,2,2,3214,0.0,0.866,0.134,0.5423,4,0.5423
1712,2023-04-09 23:53:27+00:00,JosephIstvanik,"amailamary321@gmail.comCheck out New Baby for Christmas by Johnny Preston on Amazon Music
https://t.co/Cbvznp2jzV 
FROM JOSEPH TO MY JASMINE.",0,0,0,7,0.0,0.909,0.091,0.1779,0,0.1779
1713,2023-04-09 23:53:27+00:00,Lauria1960,@LaughTrackItsT1 @kingyo_honpo @KourouRujia @gam_brain_com @HK24859899 @Hiro84772845 @boataka580 @AOGSDkw5Qmr1X51 @8nklt78 @hinanottie @wearehappy2020 @t_nen_life @Hosshii33 @HOSHIINONEN @electwave_music @BIGforest914 @YC05111007 @MarilynLavala @qfd_bruce @satansradio666 @10_4MA @Moxystar2 @MyQueenRedVenus @FaleroJr @AntiProgreWorld @bitemecommies @Erica7016 @JackieK10125838 @Kendall_K22 @ReneeCh06020484 @PatriotInSF @45Gigi24 @KeithMalinak @JeffyJFR @elonmusk @greggutfeld @StuDoesAmerica @PatUnleashed https://t.co/z19IRBlYaR,0,4,0,45607,0.0,1.0,0.0,0.0,4,0.0
1714,2023-04-09 23:53:27+00:00,beruniy_,@NigoraFazliddin I heard that movie is blended into nation's culture in Iran,0,0,0,14,0.0,1.0,0.0,0.0,0,0.0
1715,2023-04-09 23:53:26+00:00,mb_jg7,"これ好きでずっと聴いてる

Ayase「SHOCK!」Official Music Video https://t.co/HpDYevlABc @YouTubeより",0,11,0,7574,0.0,1.0,0.0,0.0,11,0.0
1716,2023-04-09 23:53:26+00:00,draven_dawson,@VirtuaIlyGoated @HHesh_ @MrKrabz95 @tervisscoot But i ain’t listening to unreleased music cuz that’s a bitch move,0,0,1,110,0.257,0.743,0.0,-0.7351,1,0.7351
1717,2023-04-09 23:53:26+00:00,LegionOfGhost,"#Phantomime merch is available from @thebandGHOST's official webstores &amp; on @LomaVistaRC. LV has merch &amp; music fyi. Links⬇️

Official Webstore (NA)
https://t.co/I8FE3NFMpq

#BackstreetMerch (UK/EU)
https://t.co/U41mM9h2zA

LV's Bodega:
https://t.co/GG5d93OmgK

#ghostofficial https://t.co/kzTycNIYUt",3,24,0,4948,0.0,0.945,0.055,0.2023,27,0.2023
1718,2023-04-09 23:53:26+00:00,darkskyerising,"Am I in your head yet?

Well, good! Just wanted to share my POV when I produce and if this style of music resonates with you at all on some level, I'd love for you to join me in my journey! #technofamily #moodytechno #deeptechno #darktechno 

Track in video: Darkskye - Frenzy https://t.co/bcPV2DedI5",1,4,2,701,0.037,0.736,0.227,0.8975,7,0.8975
1719,2023-04-09 23:53:26+00:00,KeevanGuy,I really enjoyed the Mario movie but.. please don't waste Brian's time like that dawg xD https://t.co/o5OfIpEwKW,0,9,3,2561,0.0,0.418,0.582,0.9493,12,0.9493
1720,2023-04-09 23:53:26+00:00,ur2sick,Thank god for music,0,0,0,28,0.0,0.303,0.697,0.5574,0,0.5574
1721,2023-04-09 23:53:25+00:00,TN3ZMA,Capirotada or any sweet bread hands down like I need them to feel my love…they need to taste REAL bread https://t.co/C6Inys4MPD,0,0,0,46,0.0,0.776,0.224,0.6705,0,0.6705
1722,2023-04-09 23:53:25+00:00,_SimplySara,Watching a terrible Tubi movie lol,0,0,1,457,0.313,0.404,0.283,-0.0772,1,0.0772
1723,2023-04-09 23:53:25+00:00,biddieproof,i need a ridiculous tubi movie to watch.,0,0,1,16,0.263,0.737,0.0,-0.3612,1,0.3612
1724,2023-04-09 23:53:24+00:00,JohnGame94,"@Neoxon619 @artsyomni But legendary pictures do own the rights to make them, the only reason why Warner Bros got distribution rights. At the first place when legendary &amp; universal deal ended because failures like skyscrapers and other's movie's that not jurassic World underperformed badly.",0,0,1,14,0.156,0.782,0.062,-0.7096,1,0.7096
1725,2023-04-09 23:53:24+00:00,tomeliot99,no one makes music videos like dorian electra,0,1,0,125,0.206,0.561,0.234,0.0772,1,0.0772
1726,2023-04-09 23:53:23+00:00,baabi_oliveira_,Tiësto &amp; Dyro - Paradise (Official Music Video) https://t.co/xtDmRCAaXJ via @YouTube,0,0,0,124,0.0,0.704,0.296,0.6369,0,0.6369
1727,2023-04-09 23:53:23+00:00,kaneesha_dawood,Good music 🎶,0,0,0,175,0.0,0.508,0.492,0.4404,0,0.4404
1728,2023-04-09 23:53:23+00:00,Caleb7414,"This movie needs more love 
No one makes movies like this anymore :( https://t.co/HOwCN7KgIg",0,8,0,262,0.24,0.447,0.313,0.3848,8,0.3848
1729,2023-04-09 23:53:23+00:00,deukaemnia_,@audongiee gopnik music starts playin https://t.co/iqUsGKt88W,0,0,0,162,0.0,1.0,0.0,0.0,0,0.0
1730,2023-04-09 23:53:22+00:00,emmanuelclipss,"College Student Reacts to Jack Black - Peaches (Directed by Cole Bennett) The Super Mario Bros Movie  https://t.co/55x38oQ3iV via
@Youtube",0,1,0,3,0.0,0.83,0.17,0.5994,1,0.5994
1731,2023-04-09 23:53:22+00:00,xKitanna,"The Super Mario Bros Movie was WELL worth the wait! The Nintendo references were clever, Chris Pratt put heart into Mario and Jack Blacks Bowser stole the show! 
Idrc about Illumination films like at all but I can say this was a major step up for them! 
Absolutely loved it❤️",0,13,2,468,0.0,0.705,0.295,0.9504,15,0.9504
1732,2023-04-09 23:53:22+00:00,UDntKnwWhoWeAre,@Anonymous1Photo @upsorber udntknwwhoweare.tez,0,1,0,1850,0.0,1.0,0.0,0.0,1,0.0
1733,2023-04-09 23:53:22+00:00,FabianS88,@lporiginalg Everyone was just remarking on peach girl bossing a level for the trailer. This wasn't related to the movie. Woke baiting maybe?,0,1,1,80,0.0,1.0,0.0,0.0,2,0.0
1734,2023-04-09 23:53:22+00:00,lousexci,not fatima in dis movie!,0,1,0,221,0.0,1.0,0.0,0.0,1,0.0
1735,2023-04-09 23:53:22+00:00,Kiragana_,now doing big things over on twitch https://t.co/FNlCDyTikl,0,0,0,173,0.0,1.0,0.0,0.0,0,0.0
1736,2023-04-09 23:53:22+00:00,RobotProphet1,@Zd4z4DhJW0xd7ik SAME!!! My favorite part of the movie! I cried 😭,0,0,0,141,0.346,0.503,0.151,-0.5951,0,0.5951
1737,2023-04-09 23:53:22+00:00,MajdTasteMusic,#استمع الى ”بيروت“ من @yashamdan على #أنغامي https://t.co/3Zcki6IejZ,0,0,0,6,0.0,1.0,0.0,0.0,0,0.0
1738,2023-04-09 23:53:21+00:00,faze_mhxx,@WA_game_music 率先してガノタでもないんですが、スパロボシリーズやってたらねぇ…( ˙꒳​˙),0,1,1,208,0.0,1.0,0.0,0.0,2,0.0
1739,2023-04-09 23:53:21+00:00,rick__jaymes,To whom it may concern my slogan all year,0,0,0,233,0.0,1.0,0.0,0.0,0,0.0
1740,2023-04-09 23:53:21+00:00,dnirors,@DontForgetTon Movie,0,1,0,713,0.0,1.0,0.0,0.0,1,0.0
1741,2023-04-09 23:53:20+00:00,JackieS1357,"@donfelder Love ya Don, saw you tonight…. A bit of advice, leave the girl friend home.  Playing Eagles music…. Since when was there a female in the band? Doesn’t work.",0,0,0,23,0.033,0.714,0.253,0.8402,0,0.8402
1742,2023-04-09 23:53:20+00:00,taeisback132,I enjoyed the nostalgia of this movie I can’t wait to see what they do next🔥🔥🔥🔥🔥,1,1,0,172,0.396,0.495,0.109,-0.7717,2,0.7717
1743,2023-04-09 23:53:20+00:00,VicChristianos,@MewgaDS Music albums.,0,1,1,389,0.0,1.0,0.0,0.0,2,0.0
1744,2023-04-09 23:53:20+00:00,eggsidney,@carowhinelc Everyone out here probably making her feel worse like I’m sure she just wants to move on and focus on her music,0,2,0,1846,0.111,0.717,0.172,0.1779,2,0.1779
1745,2023-04-09 23:53:20+00:00,AinhoaLeon18,@losciambellone QUEVEDO || BZRP Music Sessions #52,0,1,0,0,0.0,1.0,0.0,0.0,1,0.0
1746,2023-04-09 23:53:19+00:00,nessashumirai,The string in this song 😍 elite music,0,0,0,3477,0.0,0.769,0.231,0.4588,0,0.4588
1747,2023-04-09 23:53:19+00:00,ImSushiGod,I could see this in a movie when niggas crumpin,0,0,0,376,0.211,0.789,0.0,-0.34,0,0.34
1748,2023-04-09 23:53:19+00:00,mullermark74,"@jdmann @foundman33 @thejackhopkins I need to watch that movie again…but they never said HOW he was killed by his own troops! 😂 and yes, that would be most difficult to unsee.",0,0,0,180,0.206,0.652,0.141,-0.4561,0,0.4561
1749,2023-04-09 23:53:18+00:00,changminhusband,@kazuhleaf @pasteIeria and listening to music in different languages actually helps you learning the language too (at least it works for me) just say you’re xenophobic and go 😭🤯,0,2,1,2049,0.084,0.845,0.071,-0.128,3,0.128
1750,2023-04-09 23:53:18+00:00,ShawnGr86993509,@DineshDSouza Hey man even the woke mob fantastics all of em want to earn&amp;  have enough money to buy food have a place to live Put gas in car and would be nice to have a few extra bucks for a night out dinner movie With despot biden pie in the sky is great wokeism but it won’t feed you will it,0,2,0,1,0.0,0.913,0.087,0.5574,2,0.5574
1751,2023-04-09 23:53:18+00:00,Imjhoven_m,"jabili sa cubao 7.5/10✨
- panget ng vibes wala pa music
- barado ang lababo sa cr🙄
- hilaw ang chicken
- 6.5 sana kaya lang may poging marino akong na sight☺️",0,0,0,36,0.0,0.875,0.125,0.6486,0,0.6486
1752,2023-04-09 23:53:18+00:00,lunarthesun,i need arikook to serves the best music in the industry,0,0,0,106,0.0,0.704,0.296,0.6369,0,0.6369
1753,2023-04-09 23:53:18+00:00,Garmyga_,@jalebiandfafda @bich_nigga @CinemaTweets1 you can't say that and not watching lady gaga's movie and acting. that's just unfair and kinda ignorant.,0,1,0,202,0.205,0.795,0.0,-0.6003,1,0.6003
1754,2023-04-09 23:53:18+00:00,00Reeky,"Damn Keed the only rap nigga that died over the past 5 years that actually kinda stung. I really fucked wit dude music, man. 😕",0,0,1,291,0.377,0.623,0.0,-0.923,1,0.923
1755,2023-04-09 23:53:17+00:00,Charlie_Cawood,Paul Weller - The Cranes Are Back #Artists #singersongwriter SUBMIT YOUR MUSIC FREE https://t.co/PcR8JTxRDj https://t.co/N76xPoatRr #ArtistOnTwitter BIG TIME RADIO #AppStore #Amazon #Top40 #Music 247 #MusicDistribution #Services #Promotions https://t.co/qf63zlIU14,0,0,0,2110,0.0,0.819,0.181,0.694,0,0.694
1756,2023-04-09 23:53:17+00:00,youse4ol,@FSlider64 I never got to watch the movie,0,0,0,30,0.0,1.0,0.0,0.0,0,0.0
1757,2023-04-09 23:53:16+00:00,hexmare,"@rami4K @defango That movie is so great, you'll wish you have 3 hands.",0,1,1,34,0.0,0.573,0.427,0.8483,2,0.8483
1758,2023-04-09 23:53:16+00:00,redwineclarkson,"while almost everyone is releasing music that's tiktok approved, here's kelly baring her soul to feed ours ❤️‍🩹 with them VOCALS ❤️‍🔥",5,49,1,421,0.085,0.816,0.099,0.1027,55,0.1027
1759,2023-04-09 23:53:16+00:00,jkssera,this is why i used only apple music last year but then i ran out of the premium and it's just more expensive so yeaaaaaa,0,0,0,1148,0.0,1.0,0.0,0.0,0,0.0
1760,2023-04-09 23:53:16+00:00,i_hart_pauldano,@Iordpapajohn what movie,0,0,1,305,0.0,1.0,0.0,0.0,1,0.0
1761,2023-04-09 23:53:16+00:00,popeflamez,"New music out now w @acidsouljah prod @prodseepy &amp; @Kellogs757 hosted by @s7eviefranchi5e

‘Pope Flamez &amp; Acid Souljah - Quarterback (Prod. Seepy &amp; Mr. Cheezl)’ is on #SoundCloud https://t.co/etjfpedNWK https://t.co/D5NYWsm8sb",7,8,0,757,0.0,1.0,0.0,0.0,15,0.0
1762,2023-04-09 23:53:15+00:00,HitzzoneMusicLA,@elonmusk Lesssss Gooooo #DOGE 🚀🚨⭐️🔥,0,0,0,408,0.211,0.789,0.0,-0.34,0,0.34
1763,2023-04-09 23:53:15+00:00,davo_arid,"Randomly picked a movie on my hard drive, knowing only the year of release. 

Turned out to be DUVIDHA (1973, Mani Kaul). I didn’t like it! Magical realism is for NERDS. https://t.co/2rdEb0oo7m",0,1,0,2019,0.041,0.877,0.082,0.3382,1,0.3382
1764,2023-04-09 23:53:15+00:00,CaydenNextDoor,@redforjanet I just want new music🤷🏽‍♂️,1,3,1,103,0.0,0.902,0.098,0.0772,5,0.0772
1765,2023-04-09 23:53:14+00:00,dasindonna,"I finally get in, they can’t load programs. I get past that, Select show &amp; they can’t load it. I get into search &amp; only movie titles appear. Now I’m back to a login screen. Every time I want to watch Hulu I have to login again? Sucks. #Hulu #customerexperience sucks",0,0,1,593,0.092,0.884,0.024,-0.5719,1,0.5719
1766,2023-04-09 23:53:14+00:00,BobBallPdx,@Top100Rick That’s a stupid take. I’ve been to a LIV tournament. It’s clear the players are very competitive.  Exhibition?  Three players in the top five don’t get there playing exhibitions. There is real pressure and edge.  Have you even been to one?  I don’t particularly like the music but…,0,0,0,320,0.095,0.713,0.192,0.5784,0,0.5784
1767,2023-04-09 23:53:13+00:00,Loganberryx23,@icaruspendragon Nice selection of track Berk definitely a Dean playlist. Fancy coming on my podcast to talk rock music? https://t.co/CdAZZlFi98,0,0,1,122,0.0,0.766,0.234,0.6705,1,0.6705
1768,2023-04-09 23:53:13+00:00,capeshitsucks,"@KeiziTV no I was talking about that one scene

yea I think TSS is the best DCEU movie",0,5,3,3775,0.098,0.714,0.188,0.4588,8,0.4588
1769,2023-04-09 23:53:13+00:00,rion_game_music,@HASESHIN_Rush おはようございます☀,0,0,0,38,0.0,1.0,0.0,0.0,0,0.0
1770,2023-04-09 23:53:13+00:00,biosexkun,teen beach movie shouldve had a part 3…what would that shit be about? NO CLUE…but i need their producer and song writer from 1 &amp; 2 present. FUCK YOU HSM. https://t.co/leMGjt4gqs,0,0,0,209,0.278,0.722,0.0,-0.8949,0,0.8949
1771,2023-04-09 23:53:13+00:00,CiscoKid814,"@Emme0703 Disney's next  movie, Cinderfella.",0,11,3,1148,0.0,1.0,0.0,0.0,14,0.0
1772,2023-04-09 23:53:12+00:00,Tranracialangel,Most unrealistic part of the movie is Emma stones fine ass keeps trying to fuck Edward nortons old ass he rejects her twice until finally “giving in”,0,3,0,3925,0.365,0.587,0.048,-0.9169,3,0.9169
1773,2023-04-09 23:53:12+00:00,Razah_Rubiez,"Black Jerusalem, Vol. 1 - EP
Heaven Razah &amp; Nakiyah a.k.a Nikia Browne

https://t.co/3qmF8EiBA4 https://t.co/0DAclDGMow",1,1,0,4208,0.0,0.809,0.191,0.5106,2,0.5106
1774,2023-04-09 23:53:12+00:00,BrotherAnthon10,"I'M all for freedom,equality, love,life joy peace,laughter, singing, art,music,dancing and spreading  message  of peace,diplomacy  and democracy on a diplomatic way!!
Brotheranthonyxavierbrown1@gmail.com https://t.co/fme6MouwYg",0,0,0,192,0.0,0.827,0.173,0.658,0,0.658
1775,2023-04-09 23:53:12+00:00,Xzyliac,"@JaysonDoesMusic It’s a great and thoughtful film about loss and power.

With cool moments! I forgot that the Shadow Realm is all black and white *except* for the color introduced by the weapons.

There’s a lot to discuss there.

This isn’t a dumb movie. You can see that if you’re not a cynic.",0,3,1,2029,0.129,0.699,0.172,0.4268,4,0.4268
1776,2023-04-09 23:53:12+00:00,mitskiszatyler,"@DojaCat waaait you are an incredible rapper though. my fav thing about you is that your features are just as great as what u put into your own music. like, a feature with you could just be a throwaway and ppl would still listen - but you make every verse into a whole meal!",0,0,0,56,0.0,0.886,0.114,0.68,0,0.68
1777,2023-04-09 23:53:11+00:00,amvnixo,"my mom and I’s favorite book, are you there God?  It’s me,  Margaret is coming out as a movie 🥲",0,0,0,407,0.0,0.779,0.221,0.6249,0,0.6249
1778,2023-04-09 23:53:11+00:00,KevSterMusic,@maddiek_eth @thesmophoria_ This is true https://t.co/1dsP1FcHAf,0,2,0,846,0.0,0.641,0.359,0.4215,2,0.4215
